trial0000001, 000450, GVWY, 60, 2, 30.000000, ZIP, 281, 14, 20.071429, 81, 123, 
trial0000002, 000450, GVWY, 82, 2, 41.000000, ZIP, 233, 14, 16.642857, 64, 107, 
trial0000003, 000450, GVWY, 81, 2, 40.500000, ZIP, 273, 14, 19.500000, 93, 99, 
trial0000004, 000450, GVWY, 74, 2, 37.000000, ZIP, 272, 14, 19.428571, 56, 121, 
trial0000005, 000450, GVWY, 40, 2, 20.000000, ZIP, 277, 14, 19.785714, 82, 129, 
trial0000006, 000450, GVWY, 49, 2, 24.500000, ZIP, 331, 14, 23.642857, 95, 137, 
trial0000007, 000450, GVWY, 83, 2, 41.500000, ZIP, 318, 14, 22.714286, 80, 118, 
trial0000008, 000450, GVWY, 50, 2, 25.000000, ZIP, 189, 14, 13.500000, 80, 137, 
trial0000009, 000450, GVWY, 25, 2, 12.500000, ZIP, 286, 14, 20.428571, 74, 133, 
trial0000010, 000450, GVWY, 77, 2, 38.500000, ZIP, 296, 14, 21.142857, 67, 140, 
trial0000011, 000450, GVWY, 61, 2, 30.500000, ZIP, 276, 14, 19.714286, 78, 131, 
trial0000012, 000450, GVWY, 71, 2, 35.500000, ZIP, 206, 14, 14.714286, 69, 99, 
trial0000013, 000450, GVWY, 51, 2, 25.500000, ZIP, 296, 14, 21.142857, 86, 119, 
trial0000014, 000450, GVWY, 53, 2, 26.500000, ZIP, 229, 14, 16.357143, 77, 116, 
trial0000015, 000450, GVWY, 67, 2, 33.500000, ZIP, 317, 14, 22.642857, 91, 122, 
trial0000016, 000450, GVWY, 56, 2, 28.000000, ZIP, 292, 14, 20.857143, 81, 122, 
trial0000017, 000450, GVWY, 72, 2, 36.000000, ZIP, 195, 14, 13.928571, 88, 107, 
trial0000018, 000450, GVWY, 71, 2, 35.500000, ZIP, 258, 14, 18.428571, 95, 139, 
trial0000019, 000450, GVWY, 79, 2, 39.500000, ZIP, 236, 14, 16.857143, 63, 119, 
trial0000020, 000450, GVWY, 46, 2, 23.000000, ZIP, 237, 14, 16.928571, 106, 109, 
trial0000021, 000450, GVWY, 52, 2, 26.000000, ZIP, 305, 14, 21.785714, 89, 142, 
trial0000022, 000450, GVWY, 59, 2, 29.500000, ZIP, 344, 14, 24.571429, 55, 118, 
trial0000023, 000450, GVWY, 34, 2, 17.000000, ZIP, 311, 14, 22.214286, 89, 121, 
trial0000024, 000450, GVWY, 52, 2, 26.000000, ZIP, 294, 14, 21.000000, 96, 101, 
trial0000025, 000450, GVWY, 79, 2, 39.500000, ZIP, 299, 14, 21.357143, 77, 139, 
trial0000026, 000450, GVWY, 68, 2, 34.000000, ZIP, 222, 14, 15.857143, 87, 90, 
trial0000027, 000450, GVWY, 43, 2, 21.500000, ZIP, 288, 14, 20.571429, 100, 112, 
trial0000028, 000450, GVWY, 79, 2, 39.500000, ZIP, 335, 14, 23.928571, 65, 102, 
trial0000029, 000450, GVWY, 63, 2, 31.500000, ZIP, 225, 14, 16.071429, 77, 135, 
trial0000030, 000450, GVWY, 67, 2, 33.500000, ZIP, 300, 14, 21.428571, 105, 128, 
trial0000031, 000450, GVWY, 57, 2, 28.500000, ZIP, 234, 14, 16.714286, 88, 98, 
trial0000032, 000450, GVWY, 70, 2, 35.000000, ZIP, 270, 14, 19.285714, 69, 113, 
trial0000033, 000450, GVWY, 86, 2, 43.000000, ZIP, 254, 14, 18.142857, 65, 118, 
trial0000034, 000450, GVWY, 31, 2, 15.500000, ZIP, 299, 14, 21.357143, 81, 103, 
trial0000035, 000450, GVWY, 90, 2, 45.000000, ZIP, 222, 14, 15.857143, 88, 95, 
trial0000036, 000450, GVWY, 50, 2, 25.000000, ZIP, 234, 14, 16.714286, 94, 122, 
trial0000037, 000450, GVWY, 57, 2, 28.500000, ZIP, 170, 14, 12.142857, 108, 109, 
trial0000038, 000450, GVWY, 57, 2, 28.500000, ZIP, 203, 14, 14.500000, 80, 121, 
trial0000039, 000450, GVWY, 72, 2, 36.000000, ZIP, 311, 14, 22.214286, 93, 107, 
trial0000040, 000450, GVWY, 55, 2, 27.500000, ZIP, 176, 14, 12.571429, 73, 101, 
trial0000041, 000450, GVWY, 53, 2, 26.500000, ZIP, 282, 14, 20.142857, 95, 104, 
trial0000042, 000450, GVWY, 69, 2, 34.500000, ZIP, 192, 14, 13.714286, 79, 97, 
trial0000043, 000450, GVWY, 66, 2, 33.000000, ZIP, 270, 14, 19.285714, 71, 108, 
trial0000044, 000450, GVWY, 81, 2, 40.500000, ZIP, 326, 14, 23.285714, 93, 126, 
trial0000045, 000450, GVWY, 20, 2, 10.000000, ZIP, 234, 14, 16.714286, 102, 111, 
trial0000046, 000450, GVWY, 62, 2, 31.000000, ZIP, 302, 14, 21.571429, 79, 124, 
trial0000047, 000450, GVWY, 36, 2, 18.000000, ZIP, 277, 14, 19.785714, 70, 120, 
trial0000048, 000450, GVWY, 95, 2, 47.500000, ZIP, 216, 14, 15.428571, 58, 111, 
trial0000049, 000450, GVWY, 62, 2, 31.000000, ZIP, 228, 14, 16.285714, 83, 97, 
trial0000050, 000450, GVWY, 67, 2, 33.500000, ZIP, 142, 14, 10.142857, 87, 111, 
trial0000001, 000450, GVWY, 111, 4, 27.750000, ZIP, 311, 12, 25.916667, 69, 119, 
trial0000002, 000450, GVWY, 148, 4, 37.000000, ZIP, 171, 12, 14.250000, 74, 119, 
trial0000003, 000450, GVWY, 140, 4, 35.000000, ZIP, 179, 12, 14.916667, 84, 120, 
trial0000004, 000450, GVWY, 135, 4, 33.750000, ZIP, 243, 12, 20.250000, 77, 140, 
trial0000005, 000450, GVWY, 130, 4, 32.500000, ZIP, 206, 12, 17.166667, 70, 121, 
trial0000006, 000450, GVWY, 140, 4, 35.000000, ZIP, 208, 12, 17.333333, 67, 131, 
