85.5625, 93
86.3125, 92
91.875, 92
93.875, 92
101.8125, 92
104.5625, 92
107.0625, 92
107.4375, 91
109.375, 90
117.5, 90
120.625, 87
125.6875, 87
140.5625, 83
143.625, 83
148.3125, 82
152.4375, 81
164.5625, 83
180.0, 83
180.875, 84
182.5, 85
184.0, 85
188.3125, 85
197.125, 85
198.0625, 84
199.3125, 89
202.375, 89
227.6875, 90
240.1875, 86
241.9375, 80
242.75, 79
252.0625, 78
254.5, 76
265.6875, 81
270.6875, 80
271.1875, 79
271.625, 78
274.375, 77
275.6875, 73
282.875, 72
285.8125, 74
304.0625, 76
304.75, 83
306.5625, 84
352.625, 103
354.5, 102
354.6875, 97
356.5625, 94
358.125, 91
359.4375, 91
361.625, 70
364.75, 69
370.625, 64
383.0, 65
384.875, 71
385.3125, 81
401.125, 92
403.3125, 99
404.9375, 100
406.875, 100
412.3125, 101
422.375, 98
422.9375, 84
431.6875, 68
432.75, 66
438.125, 59
440.25, 45
