trial0000001, 000450, CZIP, 166, 2, 83.000000, ZIP, 1374, 14, 98.142857, 139, 143, 
trial0000002, 000450, CZIP, 265, 2, 132.500000, ZIP, 1815, 14, 129.642857, 160, 166, 
trial0000003, 000450, CZIP, 294, 2, 147.000000, ZIP, 1633, 14, 116.642857, 110, 147, 
trial0000004, 000450, CZIP, 246, 2, 123.000000, ZIP, 1672, 14, 119.428571, 120, 149, 
trial0000005, 000450, CZIP, 223, 2, 111.500000, ZIP, 1705, 14, 121.785714, 116, 160, 
trial0000006, 000450, CZIP, 276, 2, 138.000000, ZIP, 1741, 14, 124.357143, 157, 159, 
trial0000007, 000450, CZIP, 291, 2, 145.500000, ZIP, 1774, 14, 126.714286, 120, 158, 
trial0000008, 000450, CZIP, 325, 2, 162.500000, ZIP, 1777, 14, 126.928571, 133, 150, 
trial0000009, 000450, CZIP, 327, 2, 163.500000, ZIP, 1616, 14, 115.428571, 135, 144, 
trial0000010, 000450, CZIP, 223, 2, 111.500000, ZIP, 1787, 14, 127.642857, 158, 176, 
trial0000011, 000450, CZIP, 312, 2, 156.000000, ZIP, 1700, 14, 121.428571, 120, 147, 
trial0000012, 000450, CZIP, 226, 2, 113.000000, ZIP, 1524, 14, 108.857143, 159, 168, 
trial0000013, 000450, CZIP, 324, 2, 162.000000, ZIP, 1689, 14, 120.642857, 129, 154, 
trial0000014, 000450, CZIP, 242, 2, 121.000000, ZIP, 1422, 14, 101.571429, 163, 204, 
trial0000015, 000450, CZIP, 275, 2, 137.500000, ZIP, 1335, 14, 95.357143, 116, 147, 
trial0000016, 000450, CZIP, 225, 2, 112.500000, ZIP, 1525, 14, 108.928571, 122, 165, 
trial0000017, 000450, CZIP, 241, 2, 120.500000, ZIP, 1718, 14, 122.714286, 140, 170, 
trial0000018, 000450, CZIP, 197, 2, 98.500000, ZIP, 1691, 14, 120.785714, 110, 148, 
trial0000019, 000450, CZIP, 233, 2, 116.500000, ZIP, 1682, 14, 120.142857, 113, 144, 
trial0000020, 000450, CZIP, 190, 2, 95.000000, ZIP, 1898, 14, 135.571429, 111, 150, 
trial0000021, 000450, CZIP, 308, 2, 154.000000, ZIP, 1674, 14, 119.571429, 128, 147, 
trial0000022, 000450, CZIP, 177, 2, 88.500000, ZIP, 1573, 14, 112.357143, 149, 151, 
trial0000023, 000450, CZIP, 259, 2, 129.500000, ZIP, 1732, 14, 123.714286, 114, 157, 
trial0000024, 000450, CZIP, 223, 2, 111.500000, ZIP, 1824, 14, 130.285714, 124, 157, 
trial0000025, 000450, CZIP, 241, 2, 120.500000, ZIP, 1674, 14, 119.571429, 113, 142, 
trial0000026, 000450, CZIP, 234, 2, 117.000000, ZIP, 1588, 14, 113.428571, 154, 174, 
trial0000027, 000450, CZIP, 264, 2, 132.000000, ZIP, 1740, 14, 124.285714, 130, 148, 
trial0000028, 000450, CZIP, 234, 2, 117.000000, ZIP, 1655, 14, 118.214286, 113, 145, 
trial0000029, 000450, CZIP, 272, 2, 136.000000, ZIP, 1790, 14, 127.857143, 139, 167, 
trial0000030, 000450, CZIP, 245, 2, 122.500000, ZIP, 1625, 14, 116.071429, 136, 146, 
trial0000031, 000450, CZIP, 239, 2, 119.500000, ZIP, 1988, 14, 142.000000, 144, 151, 
trial0000032, 000450, CZIP, 243, 2, 121.500000, ZIP, 1717, 14, 122.642857, 110, 133, 
trial0000033, 000450, CZIP, 258, 2, 129.000000, ZIP, 1645, 14, 117.500000, 131, 155, 
trial0000034, 000450, CZIP, 147, 2, 73.500000, ZIP, 1672, 14, 119.428571, 109, 139, 
trial0000035, 000450, CZIP, 327, 2, 163.500000, ZIP, 1555, 14, 111.071429, 108, 150, 
trial0000036, 000450, CZIP, 205, 2, 102.500000, ZIP, 1711, 14, 122.214286, 121, 142, 
trial0000037, 000450, CZIP, 215, 2, 107.500000, ZIP, 1742, 14, 124.428571, 159, 175, 
trial0000038, 000450, CZIP, 250, 2, 125.000000, ZIP, 1640, 14, 117.142857, 132, 139, 
trial0000039, 000450, CZIP, 179, 2, 89.500000, ZIP, 1481, 14, 105.785714, 152, 157, 
trial0000040, 000450, CZIP, 230, 2, 115.000000, ZIP, 1574, 14, 112.428571, 145, 160, 
trial0000041, 000450, CZIP, 260, 2, 130.000000, ZIP, 1591, 14, 113.642857, 132, 139, 
trial0000042, 000450, CZIP, 165, 2, 82.500000, ZIP, 1467, 14, 104.785714, 138, 146, 
trial0000043, 000450, CZIP, 257, 2, 128.500000, ZIP, 1880, 14, 134.285714, 159, 165, 
trial0000044, 000450, CZIP, 157, 2, 78.500000, ZIP, 1267, 14, 90.500000, 145, 164, 
trial0000045, 000450, CZIP, 412, 2, 206.000000, ZIP, 1736, 14, 124.000000, 126, 147, 
trial0000046, 000450, CZIP, 273, 2, 136.500000, ZIP, 1661, 14, 118.642857, 114, 151, 
trial0000047, 000450, CZIP, 255, 2, 127.500000, ZIP, 1556, 14, 111.142857, 122, 131, 
trial0000048, 000450, CZIP, 193, 2, 96.500000, ZIP, 1589, 14, 113.500000, 141, 149, 
trial0000049, 000450, CZIP, 185, 2, 92.500000, ZIP, 1726, 14, 123.285714, 119, 151, 
trial0000050, 000450, CZIP, 135, 2, 67.500000, ZIP, 1679, 14, 119.928571, 154, 166, 
trial0000001, 000450, CZIP, 545, 4, 136.250000, ZIP, 1345, 12, 112.083333, 140, 148, 
trial0000002, 000450, CZIP, 496, 4, 124.000000, ZIP, 1291, 12, 107.583333, 118, 144, 
trial0000003, 000450, CZIP, 441, 4, 110.250000, ZIP, 1258, 12, 104.833333, 118, 142, 
trial0000004, 000450, CZIP, 525, 4, 131.250000, ZIP, 1377, 12, 114.750000, 112, 147, 
trial0000005, 000450, CZIP, 456, 4, 114.000000, ZIP, 1572, 12, 131.000000, 102, 146, 
trial0000006, 000450, CZIP, 557, 4, 139.250000, ZIP, 1406, 12, 117.166667, 159, 163, 
trial0000007, 000450, CZIP, 540, 4, 135.000000, ZIP, 1545, 12, 128.750000, 135, 146, 
trial0000008, 000450, CZIP, 551, 4, 137.750000, ZIP, 1560, 12, 130.000000, 155, 166, 
trial0000009, 000450, CZIP, 456, 4, 114.000000, ZIP, 1438, 12, 119.833333, 149, 154, 
trial0000010, 000450, CZIP, 466, 4, 116.500000, ZIP, 1278, 12, 106.500000, 146, 148, 
trial0000011, 000450, CZIP, 463, 4, 115.750000, ZIP, 1395, 12, 116.250000, 124, 143, 
trial0000012, 000450, CZIP, 569, 4, 142.250000, ZIP, 1652, 12, 137.666667, 141, 155, 
trial0000013, 000450, CZIP, 404, 4, 101.000000, ZIP, 1316, 12, 109.666667, 113, 133, 
trial0000014, 000450, CZIP, 520, 4, 130.000000, ZIP, 1322, 12, 110.166667, 126, 149, 
trial0000015, 000450, CZIP, 575, 4, 143.750000, ZIP, 1412, 12, 117.666667, 156, 168, 
trial0000016, 000450, CZIP, 592, 4, 148.000000, ZIP, 1227, 12, 102.250000, 150, 154, 
