9.625, 110
9.9375, 110
17.8125, 109
21.25, 109
22.6875, 109
25.9375, 92
28.875, 100
31.875, 108
37.0625, 108
37.25, 108
38.3125, 107
44.4375, 93
46.5625, 107
52.5, 94
61.625, 94
64.0, 96
68.0, 96
76.625, 97
78.6875, 97
85.0625, 98
88.0625, 98
90.4375, 99
95.0625, 99
179.1875, 99
179.3125, 99
180.25, 99
180.75, 98
180.9375, 101
184.1875, 98
186.375, 97
190.625, 95
190.8125, 94
197.0625, 96
198.4375, 104
200.3125, 92
207.3125, 110
211.3125, 110
211.5625, 110
221.9375, 110
224.125, 109
232.8125, 93
234.1875, 96
237.1875, 100
310.75, 96
313.0, 98
315.0, 94
316.375, 93
322.5625, 90
327.8125, 110
330.3125, 109
331.4375, 106
334.375, 106
339.4375, 106
397.8125, 98
399.875, 93
400.875, 102
403.125, 110
415.0625, 95
415.1875, 98
