trial0000001, 000450, CZIP, 1826, 8, 228.250000, GVWY, 684, 2, 342.000000, ZIP, 3611, 14, 257.928571, 95, N, 
trial0000002, 000450, CZIP, 1430, 8, 178.750000, GVWY, 822, 2, 411.000000, ZIP, 2108, 14, 150.571429, 161, 171, 
trial0000003, 000450, CZIP, 1430, 8, 178.750000, GVWY, 651, 2, 325.500000, ZIP, 2540, 14, 181.428571, 167, 188, 
trial0000004, 000450, CZIP, 2062, 8, 257.750000, GVWY, 818, 2, 409.000000, ZIP, 3079, 14, 219.928571, N, 185, 
trial0000005, 000450, CZIP, 1624, 8, 203.000000, GVWY, 703, 2, 351.500000, ZIP, 2905, 14, 207.500000, N, N, 
trial0000006, 000450, CZIP, 1886, 8, 235.750000, GVWY, 737, 2, 368.500000, ZIP, 3145, 14, 224.642857, N, N, 
trial0000007, 000450, CZIP, 1827, 8, 228.375000, GVWY, 753, 2, 376.500000, ZIP, 3010, 14, 215.000000, 117, 129, 
trial0000008, 000450, CZIP, 1890, 8, 236.250000, GVWY, 698, 2, 349.000000, ZIP, 3103, 14, 221.642857, 122, N, 
trial0000009, 000450, CZIP, 2128, 8, 266.000000, GVWY, 721, 2, 360.500000, ZIP, 3393, 14, 242.357143, N, 40, 
trial0000010, 000450, CZIP, 1773, 8, 221.625000, GVWY, 777, 2, 388.500000, ZIP, 3279, 14, 234.214286, 69, N, 
trial0000011, 000450, CZIP, 1082, 8, 135.250000, GVWY, 829, 2, 414.500000, ZIP, 2343, 14, 167.357143, 167, 175, 
trial0000012, 000450, CZIP, 2087, 8, 260.875000, GVWY, 651, 2, 325.500000, ZIP, 3511, 14, 250.785714, 69, N, 
trial0000013, 000450, CZIP, 1854, 8, 231.750000, GVWY, 725, 2, 362.500000, ZIP, 3239, 14, 231.357143, 152, N, 
trial0000014, 000450, CZIP, 1625, 8, 203.125000, GVWY, 671, 2, 335.500000, ZIP, 2365, 14, 168.928571, 94, N, 
trial0000015, 000450, CZIP, 1241, 8, 155.125000, GVWY, 720, 2, 360.000000, ZIP, 3018, 14, 215.571429, 156, 178, 
trial0000016, 000450, CZIP, 1873, 8, 234.125000, GVWY, 709, 2, 354.500000, ZIP, 3444, 14, 246.000000, 95, 101, 
trial0000017, 000450, CZIP, 1659, 8, 207.375000, GVWY, 746, 2, 373.000000, ZIP, 3700, 14, 264.285714, 56, N, 
trial0000018, 000450, CZIP, 2399, 8, 299.875000, GVWY, 768, 2, 384.000000, ZIP, 3163, 14, 225.928571, 65, 85, 
trial0000019, 000450, CZIP, 1592, 8, 199.000000, GVWY, 629, 2, 314.500000, ZIP, 3145, 14, 224.642857, 50, 73, 
trial0000020, 000450, CZIP, 1431, 8, 178.875000, GVWY, 798, 2, 399.000000, ZIP, 1985, 14, 141.785714, 164, 167, 
trial0000021, 000450, CZIP, 2160, 8, 270.000000, GVWY, 663, 2, 331.500000, ZIP, 3014, 14, 215.285714, N, N, 
trial0000022, 000450, CZIP, 2067, 8, 258.375000, GVWY, 694, 2, 347.000000, ZIP, 3601, 14, 257.214286, N, N, 
trial0000023, 000450, CZIP, 2408, 8, 301.000000, GVWY, 754, 2, 377.000000, ZIP, 3851, 14, 275.071429, N, 85, 
trial0000024, 000450, CZIP, 1163, 8, 145.375000, GVWY, 800, 2, 400.000000, ZIP, 1659, 14, 118.500000, 165, 183, 
trial0000025, 000450, CZIP, 1843, 8, 230.375000, GVWY, 654, 2, 327.000000, ZIP, 2790, 14, 199.285714, 93, N, 
trial0000026, 000450, CZIP, 1671, 8, 208.875000, GVWY, 743, 2, 371.500000, ZIP, 3771, 14, 269.357143, N, 103, 
trial0000027, 000450, CZIP, 1787, 8, 223.375000, GVWY, 818, 2, 409.000000, ZIP, 2887, 14, 206.214286, 163, 183, 
trial0000028, 000450, CZIP, 1917, 8, 239.625000, GVWY, 642, 2, 321.000000, ZIP, 3633, 14, 259.500000, N, N, 
trial0000029, 000450, CZIP, 1051, 8, 131.375000, GVWY, 659, 2, 329.500000, ZIP, 2160, 14, 154.285714, 166, 186, 
trial0000030, 000450, CZIP, 1472, 8, 184.000000, GVWY, 795, 2, 397.500000, ZIP, 2662, 14, 190.142857, N, N, 
trial0000031, 000450, CZIP, 1099, 8, 137.375000, GVWY, 687, 2, 343.500000, ZIP, 1549, 14, 110.642857, 164, 170, 
trial0000032, 000450, CZIP, 2102, 8, 262.750000, GVWY, 717, 2, 358.500000, ZIP, 3703, 14, 264.500000, 105, N, 
trial0000033, 000450, CZIP, 1976, 8, 247.000000, GVWY, 840, 2, 420.000000, ZIP, 3702, 14, 264.428571, N, 66, 
trial0000034, 000450, CZIP, 2293, 8, 286.625000, GVWY, 744, 2, 372.000000, ZIP, 3665, 14, 261.785714, 46, 47, 
trial0000035, 000450, CZIP, 1678, 8, 209.750000, GVWY, 768, 2, 384.000000, ZIP, 2904, 14, 207.428571, N, 58, 
trial0000036, 000450, CZIP, 1438, 8, 179.750000, GVWY, 796, 2, 398.000000, ZIP, 2412, 14, 172.285714, 155, 165, 
trial0000037, 000450, CZIP, 1660, 8, 207.500000, GVWY, 749, 2, 374.500000, ZIP, 3143, 14, 224.500000, 153, N, 
trial0000038, 000450, CZIP, 1761, 8, 220.125000, GVWY, 890, 2, 445.000000, ZIP, 2977, 14, 212.642857, 110, 183, 
trial0000039, 000450, CZIP, 1732, 8, 216.500000, GVWY, 756, 2, 378.000000, ZIP, 3308, 14, 236.285714, 146, N, 
trial0000040, 000450, CZIP, 1507, 8, 188.375000, GVWY, 727, 2, 363.500000, ZIP, 2686, 14, 191.857143, 129, N, 
trial0000041, 000450, CZIP, 1556, 8, 194.500000, GVWY, 842, 2, 421.000000, ZIP, 2769, 14, 197.785714, N, N, 
trial0000042, 000450, CZIP, 1797, 8, 224.625000, GVWY, 877, 2, 438.500000, ZIP, 2869, 14, 204.928571, N, N, 
trial0000043, 000450, CZIP, 1390, 8, 173.750000, GVWY, 829, 2, 414.500000, ZIP, 2154, 14, 153.857143, 109, 113, 
trial0000044, 000450, CZIP, 1732, 8, 216.500000, GVWY, 801, 2, 400.500000, ZIP, 2636, 14, 188.285714, 46, 72, 
trial0000045, 000450, CZIP, 2236, 8, 279.500000, GVWY, 564, 2, 282.000000, ZIP, 3619, 14, 258.500000, N, 160, 
trial0000046, 000450, CZIP, 1798, 8, 224.750000, GVWY, 736, 2, 368.000000, ZIP, 3081, 14, 220.071429, N, 47, 
trial0000047, 000450, CZIP, 1738, 8, 217.250000, GVWY, 760, 2, 380.000000, ZIP, 3888, 14, 277.714286, N, 48, 
trial0000048, 000450, CZIP, 1498, 8, 187.250000, GVWY, 714, 2, 357.000000, ZIP, 3059, 14, 218.500000, 124, 239, 
trial0000049, 000450, CZIP, 1745, 8, 218.125000, GVWY, 770, 2, 385.000000, ZIP, 3463, 14, 247.357143, 80, 264, 
trial0000050, 000450, CZIP, 1976, 8, 247.000000, GVWY, 591, 2, 295.500000, ZIP, 3272, 14, 233.714286, 165, 184, 
