4.5, 90
4.6875, 90
15.75, 89
23.0, 89
27.625, 108
28.25, 108
30.25, 108
32.875, 92
40.4375, 87
43.75, 88
50.125, 107
53.5625, 106
58.875, 106
60.8125, 84
70.3125, 105
72.75, 104
74.6875, 103
75.5, 103
81.375, 103
90.0625, 102
90.625, 101
92.5625, 101
95.8125, 101
99.375, 99
99.4375, 99
111.4375, 99
117.625, 97
122.3125, 96
125.8125, 96
129.625, 94
140.3125, 93
144.8125, 93
146.6875, 93
147.5625, 93
151.25, 93
162.3125, 94
173.375, 99
173.5, 98
173.9375, 98
174.3125, 94
175.0625, 93
181.375, 99
183.25, 92
188.4375, 104
193.4375, 106
195.8125, 106
200.125, 108
206.1875, 89
212.0625, 110
215.8125, 110
217.5, 110
222.3125, 110
223.5625, 110
223.8125, 109
224.9375, 109
241.1875, 104
244.0625, 103
244.6875, 99
245.1875, 96
250.4375, 92
268.75, 92
271.8125, 79
272.375, 78
277.3125, 77
283.5625, 77
298.5, 82
298.6875, 76
300.3125, 88
302.875, 94
303.0625, 76
304.25, 95
304.875, 78
320.125, 109
320.8125, 108
331.0625, 110
332.25, 106
335.625, 106
337.3125, 104
341.0, 100
352.625, 67
359.0625, 69
361.5, 64
369.5, 63
380.125, 73
381.3125, 71
381.8125, 70
390.5, 65
393.0, 69
399.4375, 72
400.25, 78
408.25, 79
410.0, 90
411.125, 90
416.125, 80
418.0, 83
422.125, 68
427.0, 62
430.8125, 73
437.5, 69
440.0, 59
440.25, 52
447.8125, 52
