trial0000001, 000450, SNPR, 269, 2, 134.500000, SZIP, 353, 2, 176.500000, ZIP, 3746, 20, 187.300000, 126, 1000, 
trial0000002, 000450, SNPR, 290, 2, 145.000000, SZIP, 679, 2, 339.500000, ZIP, 5413, 20, 270.650000, N, 35, 
trial0000003, 000450, SNPR, 310, 2, 155.000000, SZIP, 337, 2, 168.500000, ZIP, 4476, 20, 223.800000, 152, 234, 
trial0000004, 000450, SNPR, 161, 2, 80.500000, SZIP, 593, 2, 296.500000, ZIP, 5710, 20, 285.500000, 90, 635, 
trial0000005, 000450, SNPR, 221, 2, 110.500000, SZIP, 567, 2, 283.500000, ZIP, 5225, 20, 261.250000, 90, 499, 
trial0000006, 000450, SNPR, 363, 2, 181.500000, SZIP, 502, 2, 251.000000, ZIP, 5291, 20, 264.550000, 123, 161, 
trial0000007, 000450, SNPR, 330, 2, 165.000000, SZIP, 471, 2, 235.500000, ZIP, 4571, 20, 228.550000, 81, N, 
trial0000008, 000450, SNPR, 193, 2, 96.500000, SZIP, 490, 2, 245.000000, ZIP, 4984, 20, 249.200000, 47, 726, 
trial0000009, 000450, SNPR, 304, 2, 152.000000, SZIP, 389, 2, 194.500000, ZIP, 4238, 20, 211.900000, 48, 58, 
trial0000010, 000450, SNPR, 318, 2, 159.000000, SZIP, 538, 2, 269.000000, ZIP, 5225, 20, 261.250000, 154, 200, 
trial0000011, 000450, SNPR, 242, 2, 121.000000, SZIP, 568, 2, 284.000000, ZIP, 5899, 20, 294.950000, 140, 214, 
trial0000012, 000450, SNPR, 225, 2, 112.500000, SZIP, 455, 2, 227.500000, ZIP, 5380, 20, 269.000000, 87, N, 
trial0000013, 000450, SNPR, 204, 2, 102.000000, SZIP, 557, 2, 278.500000, ZIP, 4970, 20, 248.500000, 166, 184, 
trial0000014, 000450, SNPR, 154, 2, 77.000000, SZIP, 631, 2, 315.500000, ZIP, 4705, 20, 235.250000, 154, 659, 
trial0000015, 000450, SNPR, 358, 2, 179.000000, SZIP, 568, 2, 284.000000, ZIP, 5063, 20, 253.150000, N, 55, 
trial0000016, 000450, SNPR, 351, 2, 175.500000, SZIP, 477, 2, 238.500000, ZIP, 4170, 20, 208.500000, 84, 105, 
trial0000017, 000450, SNPR, 295, 2, 147.500000, SZIP, 303, 2, 151.500000, ZIP, 3863, 20, 193.150000, 108, 698, 
trial0000018, 000450, SNPR, 234, 2, 117.000000, SZIP, 469, 2, 234.500000, ZIP, 5568, 20, 278.400000, 104, 213, 
trial0000019, 000450, SNPR, 273, 2, 136.500000, SZIP, 550, 2, 275.000000, ZIP, 5700, 20, 285.000000, N, 194, 
trial0000020, 000450, SNPR, 274, 2, 137.000000, SZIP, 583, 2, 291.500000, ZIP, 5378, 20, 268.900000, 95, N, 
trial0000021, 000450, SNPR, 323, 2, 161.500000, SZIP, 376, 2, 188.000000, ZIP, 4385, 20, 219.250000, 159, 607, 
trial0000022, 000450, SNPR, 231, 2, 115.500000, SZIP, 330, 2, 165.000000, ZIP, 4291, 20, 214.550000, 160, 326, 
trial0000023, 000450, SNPR, 314, 2, 157.000000, SZIP, 447, 2, 223.500000, ZIP, 5224, 20, 261.200000, N, N, 
trial0000024, 000450, SNPR, 346, 2, 173.000000, SZIP, 459, 2, 229.500000, ZIP, 4554, 20, 227.700000, N, 115, 
