trial0000001, 000450, SNPR, 63, 2, 31.500000, SZIP, 265, 2, 132.500000, ZIP, 2568, 20, 128.400000, 45, 89, 
trial0000002, 000450, SNPR, 219, 2, 109.500000, SZIP, 348, 2, 174.000000, ZIP, 2568, 20, 128.400000, 65, 77, 
trial0000003, 000450, SNPR, 80, 2, 40.000000, SZIP, 283, 2, 141.500000, ZIP, 2396, 20, 119.800000, 51, 77, 
trial0000004, 000450, SNPR, 103, 2, 51.500000, SZIP, 193, 2, 96.500000, ZIP, 2493, 20, 124.650000, 58, 65, 
trial0000005, 000450, SNPR, 72, 2, 36.000000, SZIP, 201, 2, 100.500000, ZIP, 2476, 20, 123.800000, 38, 67, 
trial0000006, 000450, SNPR, 77, 2, 38.500000, SZIP, 272, 2, 136.000000, ZIP, 2819, 20, 140.950000, 53, 77, 
trial0000007, 000450, SNPR, 87, 2, 43.500000, SZIP, 303, 2, 151.500000, ZIP, 2517, 20, 125.850000, 54, 101, 
trial0000008, 000450, SNPR, 46, 2, 23.000000, SZIP, 236, 2, 118.000000, ZIP, 2780, 20, 139.000000, 49, 59, 
trial0000009, 000450, SNPR, 78, 2, 39.000000, SZIP, 224, 2, 112.000000, ZIP, 2585, 20, 129.250000, 52, 103, 
trial0000010, 000450, SNPR, 71, 2, 35.500000, SZIP, 252, 2, 126.000000, ZIP, 2648, 20, 132.400000, 73, 90, 
trial0000011, 000450, SNPR, 110, 2, 55.000000, SZIP, 242, 2, 121.000000, ZIP, 2826, 20, 141.300000, 48, 75, 
trial0000012, 000450, SNPR, 75, 2, 37.500000, SZIP, 227, 2, 113.500000, ZIP, 2527, 20, 126.350000, 46, 56, 
trial0000013, 000450, SNPR, 99, 2, 49.500000, SZIP, 359, 2, 179.500000, ZIP, 2593, 20, 129.650000, 54, 71, 
trial0000014, 000450, SNPR, 167, 2, 83.500000, SZIP, 281, 2, 140.500000, ZIP, 2577, 20, 128.850000, 51, 94, 
trial0000015, 000450, SNPR, 109, 2, 54.500000, SZIP, 342, 2, 171.000000, ZIP, 2671, 20, 133.550000, 51, 82, 
trial0000016, 000450, SNPR, 107, 2, 53.500000, SZIP, 279, 2, 139.500000, ZIP, 2215, 20, 110.750000, 51, 88, 
trial0000017, 000450, SNPR, 71, 2, 35.500000, SZIP, 275, 2, 137.500000, ZIP, 2490, 20, 124.500000, 39, 73, 
trial0000018, 000450, SNPR, 134, 2, 67.000000, SZIP, 231, 2, 115.500000, ZIP, 2464, 20, 123.200000, 48, 53, 
trial0000019, 000450, SNPR, 60, 2, 30.000000, SZIP, 348, 2, 174.000000, ZIP, 2460, 20, 123.000000, 50, 53, 
trial0000020, 000450, SNPR, 61, 2, 30.500000, SZIP, 335, 2, 167.500000, ZIP, 2684, 20, 134.200000, 54, 103, 
trial0000021, 000450, SNPR, 68, 2, 34.000000, SZIP, 317, 2, 158.500000, ZIP, 2552, 20, 127.600000, 30, 70, 
trial0000022, 000450, SNPR, 35, 2, 17.500000, SZIP, 279, 2, 139.500000, ZIP, 2539, 20, 126.950000, 33, 34, 
trial0000023, 000450, SNPR, 60, 2, 30.000000, SZIP, 293, 2, 146.500000, ZIP, 2751, 20, 137.550000, 50, 80, 
trial0000024, 000450, SNPR, 88, 2, 44.000000, SZIP, 284, 2, 142.000000, ZIP, 2467, 20, 123.350000, 30, 121, 
trial0000025, 000450, SNPR, 75, 2, 37.500000, SZIP, 306, 2, 153.000000, ZIP, 2670, 20, 133.500000, 56, 96, 
trial0000026, 000450, SNPR, 48, 2, 24.000000, SZIP, 195, 2, 97.500000, ZIP, 2709, 20, 135.450000, 53, 73, 
trial0000027, 000450, SNPR, 78, 2, 39.000000, SZIP, 258, 2, 129.000000, ZIP, 2585, 20, 129.250000, 58, 71, 
trial0000028, 000450, SNPR, 125, 2, 62.500000, SZIP, 239, 2, 119.500000, ZIP, 2062, 20, 103.100000, 52, 70, 
trial0000029, 000450, SNPR, 84, 2, 42.000000, SZIP, 330, 2, 165.000000, ZIP, 2826, 20, 141.300000, 57, 90, 
trial0000030, 000450, SNPR, 109, 2, 54.500000, SZIP, 239, 2, 119.500000, ZIP, 2645, 20, 132.250000, 51, N, 
trial0000031, 000450, SNPR, 100, 2, 50.000000, SZIP, 249, 2, 124.500000, ZIP, 2598, 20, 129.900000, 41, N, 
trial0000032, 000450, SNPR, 60, 2, 30.000000, SZIP, 253, 2, 126.500000, ZIP, 2621, 20, 131.050000, 51, N, 
trial0000033, 000450, SNPR, 86, 2, 43.000000, SZIP, 322, 2, 161.000000, ZIP, 2519, 20, 125.950000, 55, 66, 
trial0000034, 000450, SNPR, 113, 2, 56.500000, SZIP, 236, 2, 118.000000, ZIP, 2660, 20, 133.000000, 52, 80, 
trial0000035, 000450, SNPR, 56, 2, 28.000000, SZIP, 281, 2, 140.500000, ZIP, 2760, 20, 138.000000, 45, 47, 
trial0000036, 000450, SNPR, 125, 2, 62.500000, SZIP, 318, 2, 159.000000, ZIP, 2180, 20, 109.000000, 32, 34, 
trial0000037, 000450, SNPR, 56, 2, 28.000000, SZIP, 252, 2, 126.000000, ZIP, 2501, 20, 125.050000, 48, 91, 
trial0000038, 000450, SNPR, 41, 2, 20.500000, SZIP, 239, 2, 119.500000, ZIP, 2593, 20, 129.650000, 60, 79, 
trial0000039, 000450, SNPR, 92, 2, 46.000000, SZIP, 285, 2, 142.500000, ZIP, 2527, 20, 126.350000, 61, 72, 
trial0000040, 000450, SNPR, 150, 2, 75.000000, SZIP, 333, 2, 166.500000, ZIP, 2788, 20, 139.400000, 63, 90, 
trial0000041, 000450, SNPR, 82, 2, 41.000000, SZIP, 267, 2, 133.500000, ZIP, 2634, 20, 131.700000, 49, 72, 
trial0000042, 000450, SNPR, 80, 2, 40.000000, SZIP, 277, 2, 138.500000, ZIP, 2457, 20, 122.850000, 57, 87, 
trial0000043, 000450, SNPR, 61, 2, 30.500000, SZIP, 281, 2, 140.500000, ZIP, 2644, 20, 132.200000, 46, 78, 
trial0000044, 000450, SNPR, 80, 2, 40.000000, SZIP, 218, 2, 109.000000, ZIP, 2703, 20, 135.150000, 54, 91, 
trial0000045, 000450, SNPR, 71, 2, 35.500000, SZIP, 244, 2, 122.000000, ZIP, 2669, 20, 133.450000, 52, N, 
trial0000046, 000450, SNPR, 101, 2, 50.500000, SZIP, 316, 2, 158.000000, ZIP, 2571, 20, 128.550000, 39, 140, 
trial0000047, 000450, SNPR, 148, 2, 74.000000, SZIP, 202, 2, 101.000000, ZIP, 2620, 20, 131.000000, 48, 71, 
trial0000048, 000450, SNPR, 129, 2, 64.500000, SZIP, 234, 2, 117.000000, ZIP, 2729, 20, 136.450000, 60, 91, 
trial0000049, 000450, SNPR, 74, 2, 37.000000, SZIP, 194, 2, 97.000000, ZIP, 2366, 20, 118.300000, 51, 93, 
trial0000050, 000450, SNPR, 122, 2, 61.000000, SZIP, 284, 2, 142.000000, ZIP, 2636, 20, 131.800000, 55, 71, 
trial0000001, 000450, SNPR, 289, 4, 72.250000, SZIP, 210, 2, 105.000000, ZIP, 1987, 18, 110.388889, 51, 66, 
trial0000002, 000450, SNPR, 243, 4, 60.750000, SZIP, 280, 2, 140.000000, ZIP, 2257, 18, 125.388889, 54, 72, 
trial0000003, 000450, SNPR, 148, 4, 37.000000, SZIP, 189, 2, 94.500000, ZIP, 2329, 18, 129.388889, 52, 74, 
trial0000004, 000450, SNPR, 179, 4, 44.750000, SZIP, 296, 2, 148.000000, ZIP, 2261, 18, 125.611111, 31, 87, 
trial0000005, 000450, SNPR, 180, 4, 45.000000, SZIP, 247, 2, 123.500000, ZIP, 2040, 18, 113.333333, 63, 75, 
trial0000006, 000450, SNPR, 204, 4, 51.000000, SZIP, 269, 2, 134.500000, ZIP, 2204, 18, 122.444444, 53, N, 
trial0000007, 000450, SNPR, 239, 4, 59.750000, SZIP, 335, 2, 167.500000, ZIP, 2406, 18, 133.666667, 52, 78, 
trial0000008, 000450, SNPR, 188, 4, 47.000000, SZIP, 327, 2, 163.500000, ZIP, 2431, 18, 135.055556, 48, N, 
trial0000009, 000450, SNPR, 212, 4, 53.000000, SZIP, 276, 2, 138.000000, ZIP, 1568, 18, 87.111111, 50, 76, 
trial0000010, 000450, SNPR, 140, 4, 35.000000, SZIP, 283, 2, 141.500000, ZIP, 2341, 18, 130.055556, 53, 56, 
trial0000011, 000450, SNPR, 109, 4, 27.250000, SZIP, 327, 2, 163.500000, ZIP, 2370, 18, 131.666667, 52, 63, 
trial0000012, 000450, SNPR, 96, 4, 24.000000, SZIP, 253, 2, 126.500000, ZIP, 2367, 18, 131.500000, 62, 572, 
trial0000013, 000450, SNPR, 187, 4, 46.750000, SZIP, 256, 2, 128.000000, ZIP, 2223, 18, 123.500000, 58, 81, 
trial0000014, 000450, SNPR, 185, 4, 46.250000, SZIP, 294, 2, 147.000000, ZIP, 2285, 18, 126.944444, 59, 78, 
trial0000015, 000450, SNPR, 229, 4, 57.250000, SZIP, 300, 2, 150.000000, ZIP, 2397, 18, 133.166667, 54, 86, 
trial0000016, 000450, SNPR, 151, 4, 37.750000, SZIP, 246, 2, 123.000000, ZIP, 2292, 18, 127.333333, 52, 67, 
trial0000017, 000450, SNPR, 223, 4, 55.750000, SZIP, 271, 2, 135.500000, ZIP, 2375, 18, 131.944444, 52, 59, 
trial0000018, 000450, SNPR, 186, 4, 46.500000, SZIP, 321, 2, 160.500000, ZIP, 2178, 18, 121.000000, 31, 32, 
trial0000019, 000450, SNPR, 170, 4, 42.500000, SZIP, 247, 2, 123.500000, ZIP, 2163, 18, 120.166667, 39, 74, 
trial0000020, 000450, SNPR, 210, 4, 52.500000, SZIP, 238, 2, 119.000000, ZIP, 2389, 18, 132.722222, 61, 89, 
trial0000021, 000450, SNPR, 154, 4, 38.500000, SZIP, 309, 2, 154.500000, ZIP, 2265, 18, 125.833333, 54, 60, 
trial0000022, 000450, SNPR, 206, 4, 51.500000, SZIP, 293, 2, 146.500000, ZIP, 2369, 18, 131.611111, 51, 86, 
trial0000023, 000450, SNPR, 162, 4, 40.500000, SZIP, 273, 2, 136.500000, ZIP, 2263, 18, 125.722222, 41, 56, 
trial0000024, 000450, SNPR, 181, 4, 45.250000, SZIP, 238, 2, 119.000000, ZIP, 2265, 18, 125.833333, 60, 97, 
trial0000025, 000450, SNPR, 232, 4, 58.000000, SZIP, 262, 2, 131.000000, ZIP, 2284, 18, 126.888889, 62, 81, 
trial0000026, 000450, SNPR, 234, 4, 58.500000, SZIP, 344, 2, 172.000000, ZIP, 2218, 18, 123.222222, 51, 80, 
trial0000027, 000450, SNPR, 174, 4, 43.500000, SZIP, 284, 2, 142.000000, ZIP, 2389, 18, 132.722222, 46, N, 
trial0000028, 000450, SNPR, 171, 4, 42.750000, SZIP, 241, 2, 120.500000, ZIP, 2344, 18, 130.222222, 61, 109, 
trial0000029, 000450, SNPR, 148, 4, 37.000000, SZIP, 255, 2, 127.500000, ZIP, 2167, 18, 120.388889, 54, 79, 
trial0000030, 000450, SNPR, 204, 4, 51.000000, SZIP, 269, 2, 134.500000, ZIP, 2032, 18, 112.888889, 41, 47, 
trial0000031, 000450, SNPR, 170, 4, 42.500000, SZIP, 192, 2, 96.000000, ZIP, 2263, 18, 125.722222, 57, 85, 
trial0000032, 000450, SNPR, 190, 4, 47.500000, SZIP, 282, 2, 141.000000, ZIP, 2182, 18, 121.222222, 44, 56, 
trial0000033, 000450, SNPR, 185, 4, 46.250000, SZIP, 309, 2, 154.500000, ZIP, 2354, 18, 130.777778, 67, 96, 
trial0000034, 000450, SNPR, 148, 4, 37.000000, SZIP, 310, 2, 155.000000, ZIP, 1936, 18, 107.555556, 45, 54, 
trial0000035, 000450, SNPR, 259, 4, 64.750000, SZIP, 307, 2, 153.500000, ZIP, 2299, 18, 127.722222, 53, 67, 
trial0000036, 000450, SNPR, 24, 4, 6.000000, SZIP, 333, 2, 166.500000, ZIP, 2198, 18, 122.111111, 56, 58, 
trial0000037, 000450, SNPR, 239, 4, 59.750000, SZIP, 251, 2, 125.500000, ZIP, 2435, 18, 135.277778, 55, 88, 
trial0000038, 000450, SNPR, 200, 4, 50.000000, SZIP, 285, 2, 142.500000, ZIP, 2482, 18, 137.888889, 52, 95, 
trial0000039, 000450, SNPR, 138, 4, 34.500000, SZIP, 246, 2, 123.000000, ZIP, 2456, 18, 136.444444, 54, 67, 
trial0000040, 000450, SNPR, 197, 4, 49.250000, SZIP, 280, 2, 140.000000, ZIP, 2281, 18, 126.722222, 51, 78, 
trial0000041, 000450, SNPR, 190, 4, 47.500000, SZIP, 182, 2, 91.000000, ZIP, 2410, 18, 133.888889, 51, 91, 
trial0000042, 000450, SNPR, 222, 4, 55.500000, SZIP, 289, 2, 144.500000, ZIP, 2097, 18, 116.500000, 36, 45, 
trial0000043, 000450, SNPR, 147, 4, 36.750000, SZIP, 245, 2, 122.500000, ZIP, 2253, 18, 125.166667, 53, 67, 
trial0000044, 000450, SNPR, 133, 4, 33.250000, SZIP, 287, 2, 143.500000, ZIP, 2347, 18, 130.388889, 52, N, 
trial0000045, 000450, SNPR, 277, 4, 69.250000, SZIP, 242, 2, 121.000000, ZIP, 2028, 18, 112.666667, 29, 229, 
trial0000046, 000450, SNPR, 174, 4, 43.500000, SZIP, 191, 2, 95.500000, ZIP, 2385, 18, 132.500000, 58, 76, 
trial0000047, 000450, SNPR, 205, 4, 51.250000, SZIP, 252, 2, 126.000000, ZIP, 2168, 18, 120.444444, 58, N, 
trial0000048, 000450, SNPR, 269, 4, 67.250000, SZIP, 301, 2, 150.500000, ZIP, 2356, 18, 130.888889, 59, N, 
trial0000049, 000450, SNPR, 103, 4, 25.750000, SZIP, 225, 2, 112.500000, ZIP, 2311, 18, 128.388889, 65, 697, 
trial0000050, 000450, SNPR, 116, 4, 29.000000, SZIP, 241, 2, 120.500000, ZIP, 2411, 18, 133.944444, 50, 250, 
trial0000001, 000450, SNPR, 241, 6, 40.166667, SZIP, 240, 2, 120.000000, ZIP, 2060, 16, 128.750000, 58, 88, 
trial0000002, 000450, SNPR, 251, 6, 41.833333, SZIP, 260, 2, 130.000000, ZIP, 1887, 16, 117.937500, 55, 59, 
trial0000003, 000450, SNPR, 328, 6, 54.666667, SZIP, 159, 2, 79.500000, ZIP, 1543, 16, 96.437500, 68, 91, 
trial0000004, 000450, SNPR, 248, 6, 41.333333, SZIP, 255, 2, 127.500000, ZIP, 1885, 16, 117.812500, 51, 77, 
trial0000005, 000450, SNPR, 269, 6, 44.833333, SZIP, 305, 2, 152.500000, ZIP, 1977, 16, 123.562500, 56, 67, 
trial0000006, 000450, SNPR, 219, 6, 36.500000, SZIP, 354, 2, 177.000000, ZIP, 1709, 16, 106.812500, 59, 75, 
trial0000007, 000450, SNPR, 208, 6, 34.666667, SZIP, 306, 2, 153.000000, ZIP, 2094, 16, 130.875000, 51, 92, 
trial0000008, 000450, SNPR, 216, 6, 36.000000, SZIP, 300, 2, 150.000000, ZIP, 2088, 16, 130.500000, 33, 35, 
trial0000009, 000450, SNPR, 255, 6, 42.500000, SZIP, 260, 2, 130.000000, ZIP, 1969, 16, 123.062500, 53, N, 
