trial0000001, 000450, SZIP, 279, 2, 139.500000, ZIP, 1781, 14, 127.214286, 134, 149, 
trial0000002, 000450, SZIP, 98, 2, 49.000000, ZIP, 1636, 14, 116.857143, 162, 186, 
trial0000003, 000450, SZIP, 315, 2, 157.500000, ZIP, 1787, 14, 127.642857, 112, 152, 
trial0000004, 000450, SZIP, 181, 2, 90.500000, ZIP, 1775, 14, 126.785714, 128, 142, 
trial0000005, 000450, SZIP, 277, 2, 138.500000, ZIP, 1648, 14, 117.714286, 128, 147, 
trial0000006, 000450, SZIP, 237, 2, 118.500000, ZIP, 1495, 14, 106.785714, 160, 184, 
trial0000007, 000450, SZIP, 303, 2, 151.500000, ZIP, 1745, 14, 124.642857, 109, 136, 
trial0000008, 000450, SZIP, 181, 2, 90.500000, ZIP, 1340, 14, 95.714286, 123, 145, 
trial0000009, 000450, SZIP, 274, 2, 137.000000, ZIP, 1702, 14, 121.571429, 139, 149, 
trial0000010, 000450, SZIP, 277, 2, 138.500000, ZIP, 1835, 14, 131.071429, 121, 162, 
trial0000011, 000450, SZIP, 242, 2, 121.000000, ZIP, 1336, 14, 95.428571, 134, 147, 
trial0000012, 000450, SZIP, 337, 2, 168.500000, ZIP, 1575, 14, 112.500000, 118, 146, 
trial0000013, 000450, SZIP, 273, 2, 136.500000, ZIP, 1779, 14, 127.071429, 137, 153, 
trial0000014, 000450, SZIP, 301, 2, 150.500000, ZIP, 1728, 14, 123.428571, 151, 155, 
trial0000015, 000450, SZIP, 233, 2, 116.500000, ZIP, 1603, 14, 114.500000, 129, 131, 
trial0000016, 000450, SZIP, 210, 2, 105.000000, ZIP, 1690, 14, 120.714286, 106, 133, 
trial0000017, 000450, SZIP, 327, 2, 163.500000, ZIP, 1790, 14, 127.857143, 110, 148, 
trial0000018, 000450, SZIP, 202, 2, 101.000000, ZIP, 1626, 14, 116.142857, 127, 149, 
trial0000019, 000450, SZIP, 265, 2, 132.500000, ZIP, 1780, 14, 127.142857, 126, 147, 
trial0000020, 000450, SZIP, 214, 2, 107.000000, ZIP, 1702, 14, 121.571429, 161, 168, 
trial0000021, 000450, SZIP, 248, 2, 124.000000, ZIP, 1728, 14, 123.428571, 141, 149, 
trial0000022, 000450, SZIP, 149, 2, 74.500000, ZIP, 1487, 14, 106.214286, 141, 170, 
trial0000023, 000450, SZIP, 213, 2, 106.500000, ZIP, 1715, 14, 122.500000, 157, 164, 
trial0000024, 000450, SZIP, 234, 2, 117.000000, ZIP, 1291, 14, 92.214286, 125, 144, 
