183.833333333, 100
189.0, 103
194.208333333, 100
197.625, 101
198.375, 99
199.416666667, 101
200.166666667, 96
200.833333333, 104
201.708333333, 106
202.166666667, 94
202.958333333, 92
204.583333333, 102
208.166666667, 94
211.458333333, 95
216.041666667, 93
223.458333333, 90
311.75, 97
311.833333333, 97
312.375, 100
315.333333333, 95
316.416666667, 101
317.75, 107
319.708333333, 106
324.125, 107
325.791666667, 104
326.291666667, 94
331.875, 96
332.5, 104
361.708333333, 105
398.75, 105
399.291666667, 102
404.25, 106
404.75, 102
404.958333333, 107
406.333333333, 110
409.708333333, 108
410.166666667, 102
