20.1875, 94
32.5625, 93
35.625, 93
36.1875, 92
37.25, 91
45.0625, 88
47.625, 89
48.0, 87
54.9375, 86
58.8125, 86
60.25, 84
61.125, 87
69.125, 85
112.75, 120
132.4375, 123
133.8125, 119
137.875, 122
137.9375, 121
139.1875, 118
141.0, 119
143.125, 117
145.3125, 122
150.5625, 121
152.5, 120
244.375, 120
251.4375, 120
254.9375, 119
255.5625, 120
257.1875, 118
259.375, 120
260.8125, 114
263.875, 119
264.0625, 122
268.5, 137
271.375, 111
272.625, 111
275.9375, 135
278.5, 103
335.875, 123
338.125, 116
338.6875, 115
342.6875, 114
344.0, 115
348.4375, 115
350.125, 113
351.75, 116
353.3125, 112
355.5625, 109
374.9375, 157
406.8125, 150
406.9375, 145
407.875, 132
408.5625, 119
409.125, 118
411.3125, 116
413.25, 115
414.5, 111
425.25, 128
426.125, 110
426.1875, 110
432.875, 46
433.375, 64
446.125, 168
