trial0000001, 000450, SNPR, 22, 2, 11.000000, ZIP, 1643, 14, 117.357143, 150, 176, 
trial0000002, 000450, SNPR, 49, 2, 24.500000, ZIP, 1685, 14, 120.357143, 137, 149, 
trial0000003, 000450, SNPR, 104, 2, 52.000000, ZIP, 1653, 14, 118.071429, 118, 146, 
trial0000004, 000450, SNPR, 89, 2, 44.500000, ZIP, 1425, 14, 101.785714, 112, 148, 
trial0000005, 000450, SNPR, 53, 2, 26.500000, ZIP, 1499, 14, 107.071429, 151, 160, 
trial0000006, 000450, SNPR, 72, 2, 36.000000, ZIP, 1496, 14, 106.857143, 166, 191, 
trial0000007, 000450, SNPR, 81, 2, 40.500000, ZIP, 1600, 14, 114.285714, 114, 146, 
trial0000008, 000450, SNPR, 84, 2, 42.000000, ZIP, 1889, 14, 134.928571, 169, 186, 
trial0000009, 000450, SNPR, 68, 2, 34.000000, ZIP, 1804, 14, 128.857143, 108, 163, 
trial0000010, 000450, SNPR, 151, 2, 75.500000, ZIP, 1794, 14, 128.142857, 116, 153, 
trial0000011, 000450, SNPR, 67, 2, 33.500000, ZIP, 1492, 14, 106.571429, 143, 148, 
trial0000012, 000450, SNPR, 68, 2, 34.000000, ZIP, 1551, 14, 110.785714, N, 168, 
trial0000013, 000450, SNPR, 60, 2, 30.000000, ZIP, 1368, 14, 97.714286, 146, 158, 
trial0000014, 000450, SNPR, 98, 2, 49.000000, ZIP, 1684, 14, 120.285714, N, 151, 
trial0000015, 000450, SNPR, 95, 2, 47.500000, ZIP, 1831, 14, 130.785714, N, 150, 
trial0000016, 000450, SNPR, 87, 2, 43.500000, ZIP, 1718, 14, 122.714286, 131, 149, 
trial0000017, 000450, SNPR, 108, 2, 54.000000, ZIP, 1504, 14, 107.428571, 115, 150, 
trial0000018, 000450, SNPR, 100, 2, 50.000000, ZIP, 1885, 14, 134.642857, 145, 1000, 
trial0000019, 000450, SNPR, 67, 2, 33.500000, ZIP, 1155, 14, 82.500000, 120, 179, 
trial0000020, 000450, SNPR, 68, 2, 34.000000, ZIP, 1465, 14, 104.642857, 158, 169, 
trial0000021, 000450, SNPR, 36, 2, 18.000000, ZIP, 1817, 14, 129.785714, 136, 156, 
trial0000022, 000450, SNPR, 10, 2, 5.000000, ZIP, 1663, 14, 118.785714, 131, N, 
trial0000023, 000450, SNPR, 88, 2, 44.000000, ZIP, 1668, 14, 119.142857, 145, 147, 
trial0000024, 000450, SNPR, 90, 2, 45.000000, ZIP, 1709, 14, 122.071429, 149, 155, 
trial0000025, 000450, SNPR, 118, 2, 59.000000, ZIP, 1629, 14, 116.357143, 164, 167, 
trial0000026, 000450, SNPR, 121, 2, 60.500000, ZIP, 1685, 14, 120.357143, 137, 160, 
trial0000027, 000450, SNPR, 79, 2, 39.500000, ZIP, 1270, 14, 90.714286, 117, 167, 
trial0000028, 000450, SNPR, 114, 2, 57.000000, ZIP, 1670, 14, 119.285714, 144, 146, 
trial0000029, 000450, SNPR, 68, 2, 34.000000, ZIP, 1688, 14, 120.571429, 160, 165, 
trial0000030, 000450, SNPR, 89, 2, 44.500000, ZIP, 1504, 14, 107.428571, 109, 154, 
trial0000031, 000450, SNPR, 60, 2, 30.000000, ZIP, 1520, 14, 108.571429, N, 149, 
trial0000032, 000450, SNPR, 123, 2, 61.500000, ZIP, 1667, 14, 119.071429, 123, 145, 
trial0000033, 000450, SNPR, 23, 2, 11.500000, ZIP, 1861, 14, 132.928571, 118, 139, 
trial0000034, 000450, SNPR, 131, 2, 65.500000, ZIP, 1578, 14, 112.714286, 110, 170, 
trial0000035, 000450, SNPR, 64, 2, 32.000000, ZIP, 1709, 14, 122.071429, 145, 146, 
trial0000036, 000450, SNPR, 83, 2, 41.500000, ZIP, 1333, 14, 95.214286, 136, 149, 
trial0000037, 000450, SNPR, 73, 2, 36.500000, ZIP, 1479, 14, 105.642857, 131, 152, 
trial0000038, 000450, SNPR, 125, 2, 62.500000, ZIP, 1593, 14, 113.785714, 100, 142, 
trial0000039, 000450, SNPR, 64, 2, 32.000000, ZIP, 1579, 14, 112.785714, 135, 150, 
trial0000040, 000450, SNPR, 4, 2, 2.000000, ZIP, 1646, 14, 117.571429, 157, 159, 
trial0000041, 000450, SNPR, 54, 2, 27.000000, ZIP, 1286, 14, 91.857143, N, 152, 
trial0000042, 000450, SNPR, 75, 2, 37.500000, ZIP, 1649, 14, 117.785714, 114, 147, 
trial0000043, 000450, SNPR, 101, 2, 50.500000, ZIP, 1189, 14, 84.928571, 160, 179, 
trial0000044, 000450, SNPR, 68, 2, 34.000000, ZIP, 1602, 14, 114.428571, 150, 154, 
trial0000045, 000450, SNPR, 80, 2, 40.000000, ZIP, 1433, 14, 102.357143, 111, 127, 
trial0000046, 000450, SNPR, 59, 2, 29.500000, ZIP, 1820, 14, 130.000000, 149, 159, 
trial0000047, 000450, SNPR, 92, 2, 46.000000, ZIP, 1529, 14, 109.214286, 131, 137, 
trial0000048, 000450, SNPR, 117, 2, 58.500000, ZIP, 1648, 14, 117.714286, 159, 163, 
trial0000049, 000450, SNPR, 91, 2, 45.500000, ZIP, 1623, 14, 115.928571, 158, 190, 
trial0000050, 000450, SNPR, 114, 2, 57.000000, ZIP, 1413, 14, 100.928571, 151, 161, 
trial0000001, 000450, SNPR, 151, 4, 37.750000, ZIP, 926, 12, 77.166667, 155, 156, 
trial0000002, 000450, SNPR, 152, 4, 38.000000, ZIP, 1407, 12, 117.250000, 147, 163, 
trial0000003, 000450, SNPR, 230, 4, 57.500000, ZIP, 1243, 12, 103.583333, 127, 144, 
trial0000004, 000450, SNPR, 162, 4, 40.500000, ZIP, 1491, 12, 124.250000, 155, 167, 
trial0000005, 000450, SNPR, 149, 4, 37.250000, ZIP, 1471, 12, 122.583333, 156, 191, 
trial0000006, 000450, SNPR, 163, 4, 40.750000, ZIP, 1308, 12, 109.000000, 122, 146, 
trial0000007, 000450, SNPR, 213, 4, 53.250000, ZIP, 1247, 12, 103.916667, 141, 143, 
trial0000008, 000450, SNPR, 173, 4, 43.250000, ZIP, 1336, 12, 111.333333, 139, 146, 
trial0000009, 000450, SNPR, 174, 4, 43.500000, ZIP, 1426, 12, 118.833333, 159, 164, 
trial0000010, 000450, SNPR, 183, 4, 45.750000, ZIP, 1498, 12, 124.833333, 134, 136, 
trial0000011, 000450, SNPR, 110, 4, 27.500000, ZIP, 1296, 12, 108.000000, 168, 173, 
trial0000012, 000450, SNPR, 121, 4, 30.250000, ZIP, 1512, 12, 126.000000, 117, 140, 
trial0000013, 000450, SNPR, 107, 4, 26.750000, ZIP, 1066, 12, 88.833333, 165, 195, 
trial0000014, 000450, SNPR, 155, 4, 38.750000, ZIP, 1402, 12, 116.833333, 131, 147, 
trial0000015, 000450, SNPR, 177, 4, 44.250000, ZIP, 1477, 12, 123.083333, 111, 149, 
trial0000016, 000450, SNPR, 162, 4, 40.500000, ZIP, 1291, 12, 107.583333, 123, 159, 
trial0000017, 000450, SNPR, 103, 4, 25.750000, ZIP, 1670, 12, 139.166667, 143, 149, 
trial0000018, 000450, SNPR, 174, 4, 43.500000, ZIP, 1479, 12, 123.250000, 100, 148, 
trial0000019, 000450, SNPR, 124, 4, 31.000000, ZIP, 1110, 12, 92.500000, 128, 148, 
trial0000020, 000450, SNPR, 168, 4, 42.000000, ZIP, 1494, 12, 124.500000, N, 137, 
trial0000021, 000450, SNPR, 180, 4, 45.000000, ZIP, 1390, 12, 115.833333, 122, 145, 
trial0000022, 000450, SNPR, 149, 4, 37.250000, ZIP, 995, 12, 82.916667, 124, 137, 
trial0000023, 000450, SNPR, 111, 4, 27.750000, ZIP, 1191, 12, 99.250000, 166, 171, 
trial0000024, 000450, SNPR, 224, 4, 56.000000, ZIP, 1124, 12, 93.666667, 145, 163, 
trial0000025, 000450, SNPR, 194, 4, 48.500000, ZIP, 1377, 12, 114.750000, 168, 186, 
trial0000026, 000450, SNPR, 184, 4, 46.000000, ZIP, 1294, 12, 107.833333, 122, 142, 
trial0000027, 000450, SNPR, 168, 4, 42.000000, ZIP, 1216, 12, 101.333333, 131, 926, 
trial0000028, 000450, SNPR, 73, 4, 18.250000, ZIP, 1276, 12, 106.333333, 117, 156, 
trial0000029, 000450, SNPR, 160, 4, 40.000000, ZIP, 982, 12, 81.833333, 153, 202, 
trial0000030, 000450, SNPR, 163, 4, 40.750000, ZIP, 1370, 12, 114.166667, 139, 148, 
trial0000031, 000450, SNPR, 179, 4, 44.750000, ZIP, 1413, 12, 117.750000, 134, 152, 
trial0000032, 000450, SNPR, 101, 4, 25.250000, ZIP, 1421, 12, 118.416667, 138, 165, 
trial0000033, 000450, SNPR, 199, 4, 49.750000, ZIP, 1293, 12, 107.750000, 162, 165, 
trial0000034, 000450, SNPR, 222, 4, 55.500000, ZIP, 1519, 12, 126.583333, N, 148, 
trial0000035, 000450, SNPR, 188, 4, 47.000000, ZIP, 1359, 12, 113.250000, 144, 157, 
trial0000036, 000450, SNPR, 166, 4, 41.500000, ZIP, 1447, 12, 120.583333, 129, 157, 
trial0000037, 000450, SNPR, 187, 4, 46.750000, ZIP, 1302, 12, 108.500000, 143, 147, 
trial0000038, 000450, SNPR, 140, 4, 35.000000, ZIP, 1566, 12, 130.500000, N, 139, 
trial0000039, 000450, SNPR, 116, 4, 29.000000, ZIP, 1477, 12, 123.083333, 136, 171, 
trial0000040, 000450, SNPR, 184, 4, 46.000000, ZIP, 1235, 12, 102.916667, 162, 175, 
trial0000041, 000450, SNPR, 231, 4, 57.750000, ZIP, 1382, 12, 115.166667, 120, 152, 
trial0000042, 000450, SNPR, 156, 4, 39.000000, ZIP, 1420, 12, 118.333333, 122, 148, 
trial0000043, 000450, SNPR, 191, 4, 47.750000, ZIP, 1319, 12, 109.916667, 133, 148, 
trial0000044, 000450, SNPR, 158, 4, 39.500000, ZIP, 1055, 12, 87.916667, 163, 175, 
trial0000045, 000450, SNPR, 152, 4, 38.000000, ZIP, 1436, 12, 119.666667, 131, 148, 
