90.75, 114
106.1875, 117
106.5625, 117
107.1875, 117
118.5, 116
118.5625, 117
119.5, 116
121.75, 117
125.625, 117
139.0625, 118
144.625, 118
145.9375, 118
158.375, 117
160.8125, 117
166.4375, 116
172.375, 115
174.75, 115
176.25, 114
182.75, 114
189.875, 110
192.5, 110
196.0625, 111
200.8125, 111
202.125, 111
229.4375, 95
236.1875, 95
237.125, 95
243.3125, 95
248.0625, 96
256.8125, 101
258.5625, 104
262.125, 108
263.75, 111
266.375, 115
271.0625, 119
292.9375, 123
299.8125, 122
300.375, 122
302.375, 122
304.0, 120
307.75, 120
313.125, 118
320.5, 119
322.875, 111
324.875, 110
327.6875, 107
327.8125, 92
331.9375, 103
361.125, 115
361.3125, 117
361.75, 117
362.0625, 119
362.8125, 120
376.0625, 130
379.9375, 132
381.0625, 137
384.5, 126
386.0, 129
387.75, 132
390.75, 121
399.625, 95
404.375, 101
405.375, 108
406.75, 113
418.25, 92
418.375, 93
424.25, 102
425.1875, 110
427.25, 121
434.5625, 132
436.5625, 135
441.4375, 168
448.8125, 167
