6.46875, 95
9.21875, 95
11.9375, 95
12.5, 95
13.09375, 95
16.53125, 95
17.0, 96
20.28125, 96
25.78125, 96
28.03125, 96
28.78125, 97
29.875, 97
30.6875, 97
30.90625, 97
32.6875, 97
35.5625, 107
37.09375, 108
38.25, 108
39.09375, 108
43.28125, 108
44.125, 108
44.40625, 107
44.8125, 107
49.0, 109
56.28125, 110
58.1875, 108
60.09375, 107
60.3125, 107
60.4375, 111
64.0625, 111
65.15625, 111
66.3125, 110
69.21875, 107
74.40625, 112
76.0625, 112
78.125, 103
80.21875, 102
81.21875, 103
81.65625, 103
86.03125, 115
87.875, 115
90.125, 115
90.28125, 114
90.40625, 108
92.28125, 111
92.78125, 116
95.75, 106
98.90625, 107
99.8125, 107
101.125, 117
104.75, 108
111.53125, 120
112.34375, 119
112.8125, 119
113.0625, 119
116.3125, 120
120.5, 121
120.9375, 121
121.96875, 121
123.75, 121
129.5625, 122
131.21875, 122
132.6875, 122
133.09375, 122
136.09375, 122
136.28125, 121
141.0, 121
141.125, 120
142.84375, 121
144.21875, 122
148.8125, 122
149.71875, 122
151.96875, 122
153.53125, 122
153.8125, 120
154.875, 122
159.53125, 121
161.5625, 121
164.03125, 110
164.0625, 110
164.90625, 119
168.25, 119
169.8125, 119
170.46875, 117
172.53125, 107
174.5625, 117
176.78125, 112
