6.5625, 110
11.5625, 90
15.0, 111
17.875, 91
23.4375, 91
27.5625, 91
30.6875, 92
37.3125, 92
39.6875, 92
40.375, 93
52.3125, 114
53.375, 114
54.75, 113
61.1875, 95
62.75, 96
63.5625, 96
70.0, 96
78.75, 96
79.625, 97
82.6875, 97
91.125, 97
96.1875, 98
99.0625, 101
101.5625, 101
107.375, 103
108.0, 105
117.8125, 104
120.4375, 105
121.0, 105
129.3125, 106
131.25, 106
131.5, 106
138.5625, 107
144.125, 107
150.0, 107
158.625, 106
165.5, 105
169.3125, 106
169.75, 107
169.8125, 107
172.4375, 102
177.6875, 120
188.375, 96
188.9375, 96
193.5625, 96
199.3125, 97
200.0625, 99
209.5, 91
211.5, 90
215.1875, 90
216.5, 91
220.9375, 91
225.0, 112
230.9375, 112
233.6875, 96
242.875, 100
245.0625, 104
250.375, 108
254.1875, 113
257.75, 115
259.6875, 115
267.8125, 119
272.1875, 120
289.75, 122
290.625, 123
291.5625, 118
292.1875, 124
296.5625, 112
301.75, 115
303.3125, 107
306.5, 122
311.625, 96
312.375, 95
326.0, 91
327.1875, 94
328.75, 111
331.3125, 111
332.0, 114
338.25, 118
341.8125, 106
348.0, 133
352.8125, 141
359.125, 132
359.25, 144
363.4375, 137
367.4375, 159
374.25, 137
377.4375, 134
378.0625, 137
392.625, 135
392.8125, 122
404.3125, 108
409.9375, 112
415.6875, 118
416.875, 111
420.4375, 135
421.75, 129
423.4375, 118
435.375, 158
437.25, 156
444.125, 147
449.9375, 144
