3.1875, 101
30.125, 96
32.4375, 98
36.5, 98
70.1875, 100
71.875, 102
79.0, 100
81.875, 99
81.9375, 99
90.75, 99
92.9375, 99
93.9375, 99
99.75, 99
102.1875, 101
115.5, 102
121.125, 102
121.1875, 102
128.3125, 103
129.75, 103
132.6875, 104
173.6875, 102
173.75, 102
175.0625, 102
177.3125, 102
180.75, 101
184.4375, 100
195.375, 100
195.4375, 99
199.6875, 99
204.5, 95
207.125, 94
208.8125, 92
212.9375, 90
227.25, 90
234.5, 90
237.8125, 90
241.0625, 90
242.75, 94
247.9375, 98
249.625, 99
258.75, 108
260.8125, 114
271.375, 115
276.3125, 119
278.0625, 118
296.375, 116
301.4375, 115
302.125, 114
302.5, 108
304.1875, 109
318.625, 103
321.3125, 105
321.5625, 105
321.9375, 103
327.875, 108
332.5625, 109
336.3125, 115
363.4375, 114
370.1875, 114
379.5, 115
384.6875, 134
394.1875, 129
401.5625, 124
406.375, 122
412.1875, 121
415.0, 115
423.1875, 116
426.4375, 118
432.25, 118
433.25, 144
444.5625, 130
